7101	164
5826	32
5648	21
3864	48
529	170
5230	210
5298	54
3234	70
1706	95
5172	249
1952	171
1309	99
599	154
3121	40
6918	128
7710	173
3452	106
2562	111
7759	212
6303	268
7767	92
3446	290
706	19
3548	261
3820	129
5016	6
7544	229
6068	39
6011	99
1298	142
2441	136
7440	270
4058	123
2198	126
6098	185
2702	288
434	232
5075	265
6397	178
7466	53
7469	220
6432	213
7098	114
7262	171
7851	178
7816	57
4068	54
7043	185
1288	12
3383	23
966	142
795	19
7451	208
7381	145
2561	297
2849	95
4395	97
5168	137
3028	152
6620	228
1914	112
7712	274
3267	15
5974	133
1854	253
6456	117
2922	235
5026	19
4427	30
2959	238
7475	153
7334	298
2315	111
2548	25
7983	53
6225	136
5786	62
1543	241
2344	233
5644	203
730	68
6446	20
1583	45
5580	50
5706	291
884	171
304	245
6766	64
5790	65
2524	99
3930	284
7385	78
5701	155
2482	257
4538	227
7820	294
1446	274
2864	281
4148	283
2644	83
4567	35
3003	81
727	264
4599	57
1562	261
5373	44
4459	110
2411	167
4004	160
4861	287
1059	231
3283	136
3206	268
3301	294
643	206
652	262
7163	9
7683	126
4095	120
6696	117
1065	129
7645	24
756	119
1728	98
340	115
6389	201
464	268
2654	7
2793	91
2084	152
1454	209
7015	148
984	114
7792	87
517	45
1420	299
7340	162
721	280
827	34
963	12
5664	287
1578	229
4676	124
5904	111
931	217
4832	12
6946	34
811	252
2769	264
4874	163
3454	295
5109	132
3108	190
6809	81
4840	278
7736	166
1535	123
2498	10
2904	261
5787	246
708	69
5324	274
7603	181
4501	156
7380	100
919	232
6868	9
6556	144
5463	56
5606	296
3256	186
6042	231
1306	155
3772	95
4636	75
2445	125
98	66
6585	43
3323	121
4112	190
6245	9
3996	150
7644	51
2813	149
5855	30
4467	288
3974	51
472	168
5435	2
4110	243
1304	295
6029	146
7404	219
3644	140
6639	290
587	111
312	118
7225	92
6279	232
3966	182
4807	86
5117	110
7350	42
525	236
2014	166
673	150
5856	99
5676	206
5479	24
6250	30
5279	285
3371	261
4792	48
360	138
3668	148
2245	278
2003	94
7626	284
7886	66
3488	290
3747	43
5540	82
5770	186
743	283
4774	272
5067	125
4813	70
4442	286
2441	255
6347	295
2723	115
3516	237
6496	148
5831	153
3665	170
5568	135
2528	143
7310	217
6646	38
7970	146
4351	116
3446	286
2590	12
1253	7
5864	185
4711	33
4152	62
7838	277
4790	136
5265	170
4194	97
1575	197
2716	60
6245	132
5517	227
3338	169
7403	129
1081	4
6715	121
4180	144
2318	176
605	29
7865	134
5223	117
4055	278
1535	10
3099	149
7311	186
1453	265
1209	5
3483	269
5571	227
7116	150
7049	267
1463	125
4531	163
1004	19
5416	30
6638	37
4053	237
4376	36
342	59
6891	45
3721	191
7037	68
5409	58
1264	220
889	134
6733	90
6054	61
4619	147
2942	85
4830	240
5686	85
6885	149
84	131
6279	113
1639	266
3602	114
6691	298
7976	107
3630	28
5408	133
1596	300
1551	67
647	34
4820	44
4161	94
1052	126
119	225
313	182
6162	205
3306	231
4027	192
5271	94
1321	294
5003	201
6848	110
5970	27
1759	56
4651	149
4503	236
485	48
3634	9
6628	142
6239	161
4938	2
5174	109
3748	214
7840	187
6002	57
6076	99
3192	232
6621	258
4220	149
6632	36
5566	229
3731	256
2868	236
3409	298
3108	197
3874	23
3309	71
6997	240
4510	115
5171	291
1717	3
3823	174
7009	250
2149	202
7680	99
7257	287
7888	87
5812	283
7377	94
7722	126
5010	116
6256	250
7281	173
7450	31
5069	50
4286	187
3256	232
7977	295
3855	118
2153	90
3323	171
1869	213
5029	94
4074	216
4300	263
5596	192
3176	182
1889	4
6507	0
881	258
978	151
6591	64
1350	264
920	4
6479	49
2226	253
6413	277
6807	122
7445	97
7949	272
7630	250
4237	118
6764	237
6645	284
5725	114
2043	285
5642	291
279	100
1550	281
7064	49
1091	144
1498	174
893	173
6436	78
336	200
5028	84
3261	250
6266	46
5727	250
1719	159
6653	278
2048	40
3014	250
4444	52
2303	223
3895	95
1578	184
3313	178
4696	269
3990	47
4657	285
2168	162
5012	44
1856	275
3772	260
7646	70
7555	102
2023	213
4995	192
1120	7
7448	70
6931	181
2229	49
4766	257
2011	126
1005	130
6450	44
2446	131
855	225
6253	274
4679	245
5472	263
2546	212
7516	170
5225	184
4377	106
6569	277
5310	9
840	50
4593	142
1164	80
4526	292
5647	215
605	245
2804	242
3572	256
3803	12
2503	120
2215	233
1056	0
2725	76
2582	242
5942	107
5631	156
421	224
2621	102
4076	134
3076	181
1730	160
3891	10
900	182
308	213
622	286
23	131
1322	146
6474	270
3397	106
5527	211
6289	116
4801	18
1949	117
6711	254
5459	184
1229	256
7615	22
6812	94
92	228
7766	86
3805	35
6617	5
5760	139
7800	70
2893	213
2639	294
4662	283
2238	121
5859	75
955	92
7991	148
175	128
1723	19
4118	40
803	191
4110	67
244	227
2361	265
2780	133
6574	48
583	51
6133	221
6225	71
7494	203
1341	11
2915	4
4896	214
3952	93
6557	266
1178	272
3786	115
5178	288
4670	266
604	296
3073	8
6361	271
3076	189
1549	146
7598	50
4218	81
5412	300
2331	36
5768	39
1616	259
7429	183
5300	76
7377	259
6847	77
77	57
60	157
7589	201
3390	275
832	48
3722	294
5161	177
2357	295
1263	13
2254	246
1831	16
3889	257
2887	43
1875	182
2336	148
2704	47
6512	117
3256	272
1037	233
824	81
2650	170
2108	52
6330	91
7084	66
7416	263
1394	236
7863	44
3605	82
3861	276
6625	51
6830	246
3336	228
6588	79
3629	83
6738	116
3531	81
3008	141
4824	238
6321	193
6684	64
3458	42
3997	293
113	262
3166	201
4575	78
6350	224
283	224
6371	193
5742	130
5331	137
7993	75
6448	70
5200	114
883	100
5623	216
7474	266
3169	30
334	111
3559	29
6008	175
3904	160
6513	156
2432	287
4664	207
2827	268
2125	195
5335	135
66	198
2105	59
4242	137
7422	253
5985	109
5945	126
668	220
3806	208
1435	28
6930	7
2345	85
2292	57
5089	287
4191	84
410	29
3949	111
1270	46
3386	261
7699	291
5510	206
1312	137
5218	240
6352	128
7999	26
3988	125
3601	247
3076	185
3641	271
6369	12
3781	285
3270	280
6368	153
5948	283
6999	8
7590	189
6570	92
4201	62
3728	45
996	20
2553	205
5309	114
6186	212
2906	256
7015	227
2403	237
4347	177
7703	7
2723	194
4601	240
1018	263
1947	279
1273	132
3580	60
3523	289
2176	14
703	42
296	186
6557	44
1202	3
1542	181
2041	297
7731	44
1964	118
2357	212
7482	111
416	199
6225	280
7277	92
3466	195
7182	191
2317	238
717	59
7337	159
3393	101
3487	117
5788	227
128	262
7702	225
472	132
6673	243
6216	258
5280	279
6612	28
6135	270
1297	21
7564	30
5864	11
7551	43
3164	79
603	86
4653	292
6581	68
7284	12
5954	287
7631	280
1731	146
6992	172
5821	86
4226	246
1698	122
4867	113
6765	166
7188	4
4139	237
4282	112
3025	39
815	111
2262	114
262	244
3827	34
6298	109
4432	282
4206	279
7841	237
3763	90
3349	108
4575	225
4168	155
3437	29
2697	296
3652	250
6225	87
4543	258
5625	70
1715	186
7236	1
6324	88
4999	97
4609	280
6877	199
491	98
3605	225
2876	128
1038	93
4834	280
13	9
1354	107
2726	239
3283	290
7820	60
2186	241
4451	285
5717	106
2786	257
6605	143
2861	122
196	57
6595	124
1819	27
4189	190
4010	76
6349	244
2488	64
3845	66
3574	243
6689	63
6130	293
2829	103
1648	188
7702	32
4877	254
1398	198
3737	232
373	53
7636	245
4038	252
5284	50
1978	136
336	78
3547	217
2342	107
6257	53
3092	13
5421	31
3205	95
6808	86
4260	61
382	16
6210	24
7588	295
4990	283
3380	218
7902	126
1423	217
7238	188
3832	218
2643	90
3690	174
6040	21
4866	244
6287	198
2560	258
3782	29
4362	134
3963	128
2550	97
1463	226
4713	68
3251	54
4306	249
4110	190
5963	153
4696	139
4164	23
1128	291
631	125
5618	197
6408	100
149	42
5151	207
1045	83
6555	274
6635	159
1275	139
7704	52
6944	148
6629	20
5062	87
2718	175
2441	274
2528	130
4315	51
7486	226
2662	160
417	184
6067	193
6735	43
715	20
1164	226
1286	119
6477	67
6699	164
3467	71
2389	286
3674	54
1299	109
2168	149
72	118
7804	17
3223	297
6731	292
4331	246
6348	132
5973	11
1451	124
4848	162
407	245
5393	185
5770	255
1355	166
1899	135
2390	265
3048	129
6717	66
2109	290
5532	245
2296	111
5257	265
7690	148
1101	126
799	278
7152	131
6387	12
6996	146
844	9
6603	93
5308	106
6726	125
3213	19
3997	178
7331	238
2520	273
1977	3
4356	30
1731	10
5890	4
7140	221
1660	144
4220	287
5510	24
5382	32
660	112
2943	61
823	263
3534	55
6775	35
1014	154
1479	52
2486	92
5349	100
625	259
2737	204
1820	45
6742	118
3031	72
5827	156
7347	190
1484	174
4265	212
3255	183
4122	69
2805	36
3407	73
3441	165
300	35
6082	182
4528	296
3145	184
4869	205
3104	86
3296	83
241	146
2102	177
1107	291
2961	47
1612	186
5383	196
7857	63
7413	265
5014	89
1659	75
6211	77
2669	213
2080	220
2602	273
4871	191
4258	279
6456	201
2072	244
5660	22
3011	262
3277	14
4532	93
2347	60
5681	219
258	177
163	91
1888	41
6365	145
4064	242
4629	65
2918	18
6916	232
5960	182
7867	126
852	191
7100	268
2486	107
3879	50
2127	296
1710	174
5601	183
5405	300
1332	270
1510	0
2816	21
4410	199
4346	20
6537	165
4282	265
6613	147
7486	185
7685	270
2895	270
5659	146
3123	167
7904	113
2774	110
2189	90
5302	298
4833	67
3942	184
830	21
4483	97
363	11
1124	52
5106	37
6905	239
3258	82
3592	182
5114	166
6622	249
7627	269
1443	148
1563	293
702	36
7778	17
6908	133
387	164
5189	4
7569	44
2498	89
1650	138
6580	22
6081	187
5018	249
6899	113
1082	267
7275	128
1662	20
7570	299
7459	55
6245	278
5559	177
514	53
2788	162
2888	188
5433	7
6134	86
3419	195
6482	32
4082	77
4169	183
1715	110
5613	145
6736	160
6438	108
5424	191
7749	12
3782	108
2073	224
7345	92
1147	26
4144	44
66	283
5517	3
7838	276
7992	216
402	298
189	270
2925	279
3050	126
7713	28
3246	126
3190	270
3681	194
3845	10
2674	29
746	163
7978	164
4830	230
1621	194
5496	175
4958	74
4936	228
3836	183
269	62
6105	86
2547	255
5791	21
7134	112
5886	158
1384	153
4543	141
7297	49
4175	161
6118	270
184	242
37	81
4944	175
6855	234
7679	116
540	213
888	84
2639	11
7942	55
7877	28
7737	54
7443	279
275	107
1346	0
1184	23
794	168
6843	253
7366	291
4550	66
2361	216
3088	142
377	281
2753	197
4793	38
2724	60
417	66
2043	261
3070	293
7739	175
5082	117
6935	47
3086	218
2741	207
7767	110
1433	140
3782	9
1985	131
3688	191
4778	251
4969	108
6647	203
497	15
5647	114
664	244
2404	265
2049	231
4933	69
5329	13
5160	94
3497	185
1730	213
6931	77
5025	65
3119	12
1825	108
7608	240
3450	32
6943	184
4821	186
4366	222
4605	285
5052	183
4745	192
5324	48
7689	77
330	11
1167	182
1936	27
1143	31
7814	169
6	6
4838	3
1879	13
6558	19
3022	203
6754	30
1979	246
7868	143
1578	153
3208	140
6607	225
7150	153
2940	138
1569	67
467	81
5316	136
6139	52
1190	192
4996	9
5683	23
6871	76
5508	96
1221	42
1042	114
7108	174
5700	259
3913	93
5528	31
476	167
6087	269
4932	156
5558	60
4460	258
4427	116
2999	20
4029	144
1283	258
6390	260
2874	241
7411	139
5637	54
2599	122
7272	273
6932	94
1196	257
6669	234
4016	241
2672	79
1399	75
1355	224
2003	136
1308	76
3477	174
2593	186
1251	235
3173	138
6851	285
4853	189
1410	99
3314	249
7597	233
3951	292
5964	215
6336	300
3608	190
1128	228
3446	288
2395	63
897	248
7524	87
4802	299
3171	90
6954	69
2280	232
680	139
4247	50
3690	225
1581	91
6903	198
1991	173
6281	278
5123	212
6618	105
6201	268
2252	57
4732	9
7461	178
2162	248
2964	197
577	107
1284	35
6703	104
7973	210
6239	89
2978	111
5186	29
2825	190
1276	108
6764	35
4262	191
7752	159
6579	31
3578	167
1107	242
6064	223
2695	109
727	32
502	58
7865	130
1206	136
2183	127
1237	4
2625	206
6853	45
1452	4
4284	228
1943	30
2516	200
3894	14
5004	26
4279	212
411	154
6548	157
6945	263
2255	193
419	281
3619	236
7125	2
2710	186
3673	78
538	0
3494	299
5380	107
3264	8
5093	14
7841	290
1024	65
154	32
163	76
4464	54
1318	148
2796	144
7079	179
4660	203
7417	173
2426	32
2661	63
5227	194
2257	15
6952	137
2352	253
4528	125
2034	221
5449	246
5003	237
2735	176
482	170
6262	26
3886	157
82	117
4234	214
2161	179
588	187
2911	105
5075	74
7433	57
5514	103
481	206
6885	34
143	239
6655	71
2442	259
1388	93
5703	6
2315	120
5424	286
2567	35
4917	78
1866	82
734	157
2754	74
4725	44
1335	268
83	280
3734	77
6738	44
52	217
401	80
5072	8
4757	47
83	51
222	175
1107	116
84	295
2208	143
1204	64
1163	140
7412	141
5168	288
6191	121
5730	134
7148	67
801	295
5909	79
3956	110
835	8
7429	46
5623	91
2741	127
2656	128
2518	195
973	293
4988	56
4929	111
4214	19
2041	131
6699	289
3153	237
3248	270
3967	128
133	232
7764	277
2926	287
6085	113
2460	61
3854	158
4423	192
6483	179
6691	286
6486	235
2840	139
913	239
5137	239
5108	232
5973	203
170	88
7056	171
7493	27
4535	241
7550	163
3819	128
6383	79
2060	240
1142	222
2311	100
1312	75
557	282
6665	96
304	13
2979	213
3898	288
855	86
6633	67
3818	208
116	75
3591	257
3593	173
4604	131
1639	278
891	33
4111	34
7373	216
2579	103
4302	253
1335	100
5114	53
4389	116
3017	57
5119	248
813	13
7572	261
5942	242
1690	55
5681	192
7172	77
1854	50
1815	170
6521	43
1600	286
906	118
5190	73
4331	144
3239	208
7835	202
3930	97
3499	68
1892	117
4628	197
6012	41
2514	193
7290	9
7038	144
411	82
6772	184
1397	7
7322	42
5279	92
3456	151
5064	131
6561	232
4850	197
3555	117
7544	251
3483	206
5326	15
5123	18
6643	222
7228	244
1371	103
4958	137
3978	300
7398	149
39	192
5855	31
5270	274
5117	31
1167	185
7339	172
1844	108
5172	25
3701	289
6539	62
7370	128
298	182
7095	70
2265	44
4857	190
791	273
3574	139
5215	106
168	138
6922	215
4147	201
4760	118
4002	222
1668	43
4402	244
7929	8
4258	277
6977	209
3049	147
4619	196
7456	224
2376	2
